score,text,critic,date,title,platform
100,"Vanillaware has handled 13 Sentinels: Aegis Rim's Switch port with the utmost care and, with some of the changes, may even be better than the PS4 version. While I was hoping that Vanillaware would go back and add in a couple of new scenes that they had previously cut out of the game, I will also happily take the changes to Destruction mode. Now that a Switch version is available, I am hoping more people will get to experience this masterpiece of modern gaming. 13 Sentinels flew under the radar on PS4, so now I'm hoping the spotlight will be on this excellent game after word of mouth has spread. If you love RPGs, have an affinity for excellent stories, are in the mood for some good brain exercise, or just looking for a nice 30-hour experience in gaming, look no further than 13 Sentinels: Aegis Rim.",RPG Site,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
100,"There was so much room for 13 Sentinels: Aegis Rim to just not work. So many threads are weaved together in a way where, by far, the most likely outcome of the whole thing should have been an interesting failure. That it instead sticks the landing, weaving together a plot that has no business being this moving and satisfying, is astonishing. If you’re at all interested in visual novels, or adventure games, or science fiction, and you don’t play 13 Sentinels: Aegis Rim, you must be suffering from brain overload.",Hey Poor Player,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
95,"The unforgettable 13 Sentinels arrives now on Switch with the same fantastic experience, and the addition of portability.",Vandal,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
95,"13 Sentinels: Aegis Rim is easily one of the best games in a decade and an absolute must play on Nintendo Switch despite the technical issues in some battle situations. I was skeptical of how it would run in parts given the performance issues on PS4, but the port is very well done and it looks fantastic on the Nintendo Switfch OLED screen. If you skipped this on PS4, you absolute have to buy it on Switch.",The Mako Reactor,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
92,"Vanillaware takes many risks with 13 Sentinels, and nearly all of them pay off — few titles can boast a story as strong, a cast as memorable, or a world as stylish as this one. My time with 13 Sentinels was nothing short of magnificent, even though its combat felt undercooked and its narrative was daunting to follow. Its refreshing handling of queer issues alone ensures its mark in genre history. 13 Sentinels is a love letter to storytelling no one should miss, and it’s one I’m anxiously hoping Vanillaware follows up on sooner rather than later.",RPG Fan,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim is an unmissable game in the Nintendo Switch games lineup. Although it does not introduce new content in this version, the game is worth just for the fact of being able to be played on handheld mode. An unrepeatable gem that you have to try if you like science fiction stories or the adventure genre.",Nintenduo,"Apr 19, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim on Switch receives a small downgrade in resolution and effects, but is largely the same as its PS4 counterpart. The story is still incredible, and well worth experiencing multiple times.",GamingTrend,"Apr 19, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim is a gem with fully justified award wins in 2020, and the Nintendo Switch port is a very welcome opportunity for more players to dive into its fantastic sci-fi story. While it’s light on the action, it’s a wholehearted recommendation for those who enjoy narrative adventures and RPGs in general.",RPGamer,"Apr 15, 2022",13 Sentinels: Aegis Rim,Switch
90,"After more than 40 hours spent with 13 Sentinels: Aegis Rim, I have witnessed a consistently impressive story with a fitting ending. I have met a wonderful cast of loveable and unique characters. I have enjoyed endlessly addicting combat between Sentinel against Deimos, and read every intriguing mystery file. This is a game like no other. In confidently sticking to its unconventional ideas, it may alienate some. However, those who connect with it are in for a wonderful time. Even after fully completing 13 Sentinels, its story, characters and fighting sequences continue to stay on my mind. I already miss it to the point that I want to start playing it all over again.",PC Games,"Apr 12, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim is an absolute triumph for Vanillaware. Not many games have stories as ambitious as this. Even fewer manage to bring things together without resulting in disappointment. And while the real-time battles may be the weakest element, they’re still very much engaging, and offer a nice change of pace when required. 13 Sentinels: Aegis Rim might just be remembered as one of the greatest games of all time, and so whether you’re into sci-fi or not, you should certainly add it to your collection.",GameSpew,"Apr 11, 2022",13 Sentinels: Aegis Rim,Switch
90,The Nintendo Switch version of 13 Sentinels: Aegis Rim has little to envy to the PS4 edition.,Everyeye.it,"Apr  8, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels barely puts a foot wrong throughout its story. It has lofty ambitions that can become a mess of strange terms, but it never forgets its characters and themes. It loudly reminds you of the violence and destruction to come with the RTS mech combat one moment, then lets you see a character quietly consider the ramifications of everything they learn the next. It has such breadth, not just of ideas, but also of emotion.",Pocket Tactics,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
90,"The RTS battles aren’t perfectly stable, but the rebalancing is appreciated and they’re still more than good enough for how large in scale they can get. Maybe talking about good ports isn’t the most interesting, but the best part about them is that they can speak for themselves.",Nintendo Insider,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim is an excellent adventure that masterfully combines interactive visual novel and battles, with a beautiful audiovisual section and a story that is a real wonder. A great experience for lovers of science fiction.",Nintenderos,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
90,"Ultimately, 13 Sentinels: Aegis Rim remains largely unchanged on Nintendo Switch minus the platform's strengths and weaknesses that exist independent of title. That's for the best, as 13 Sentinels remains one of the most intriguing releases in recent years and a game that's been slept on by a large number of people turned off by its anime or mecha-inspired origins. Underneath that coat is a resonant tale spanning generations and dealing with some interesting, innovative subject matter - and 13 Sentinels: Aegis Rim comes highly recommended to anyone as a result.",Screen Rant,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim on Switch is just as great of an instant classic as it was on PS4. While the new content (extra weapons) is essentially insignificant, if you haven’t played the game yet, this new version is a great chance to fall in love with this one-of-a-kind work from Vanillaware and Atlus.",Noisy Pixel,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
90,"13 Sentinels: Aegis Rim is a wonderful achievement for dynamic storytelling, as it puts forth a compelling and multifaceted narrative that’ll keep you guessing right up until the very end. This excellent story, combined with enjoyable combat portions, a striking art style, and some top-notch voice acting make for an experience that you won’t want to miss out on. It’s the kind of game that’ll have you wishing that you could play it again for the first time, just so all its best elements could be new again. We’d give 13 Sentinels: Aegis Rim a strong recommendation, then, to anyone who has even a passing interest in visual novels. Even if that doesn’t describe you, we’d still say to give it a shot; you might just be surprised at how well it grabs you.",Nintendo Life,"Apr  5, 2022",13 Sentinels: Aegis Rim,Switch
