title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
ACA NeoGeo: Fatal Fury,PlayStation 4,SNK Playmore,"['Action', 'Fighting', '2D']",T,"Jan 12, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ACA NeoGeo: Fatal Fury 2,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Jun 27, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Fatal Fury 3,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Aug 31, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Fatal Fury Special,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Jul 13, 2017",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
ACA NeoGeo: Football Frenzy,PlayStation 4,SNK,"['Sports', 'Team', 'Football', 'Arcade']",E,"May  7, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Galaxy Fight - Universal Warriors,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Apr 27, 2017",,0,No score yet,0,0,0,tbd,No user score yet,3,0,0
ACA NeoGeo: Ghost Pilots,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Jun  8, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Gururin,PlayStation 4,Minato Giken,"['Puzzle', 'General']",T,"Jun  8, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Karnov's Revenge,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Dec  7, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: King of the Monsters,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",E10+,"Jul 20, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,1
ACA NeoGeo: King of the Monsters 2,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Jul 30, 2019",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
ACA NeoGeo: Kizuna Encounter,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",,"Jan 10, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Last Resort,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']",E,"May  2, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,2,0
ACA NeoGeo: League Bowling,PlayStation 4,SNK,"['Sports', 'Individual', 'Bowling']",,"Jul 19, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Magical Drop II,PlayStation 4,Hamster,"['Puzzle', 'Matching']",T,"Jun 20, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Magical Drop III,PlayStation 4,Data East,"['Puzzle', 'Matching']",T,"Jun  6, 2018",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
ACA NeoGeo: Magician Lord,PlayStation 4,ADK,"['Action Adventure', 'General']",T,"Aug 31, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
ACA NeoGeo: Metal Slug,PlayStation 4,SNK Playmore,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Nov 28, 2016",,0,No score yet,0,0,0,tbd,No user score yet,2,0,1
ACA NeoGeo: Metal Slug 2,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Jun  1, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Metal Slug 3,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Dec 21, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Metal Slug 4,PlayStation 4,BrezzaSoft,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Dec 19, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Metal Slug 5,PlayStation 4,Playmore,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Mar 12, 2020",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Metal Slug X,PlayStation 4,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Oct 11, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Money Puzzle Exchanger,PlayStation 4,C-Lab,"['Puzzle', 'General']",T,"Mar 12, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Mutation Nation,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,"Oct 27, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,1,1
ACA NeoGeo: NAM-1975,PlayStation 4,"SNK Playmore, SNK Corporation","['Action', 'Shooter', 'Third-Person', ""Shoot-'Em-Up"", 'Arcade', 'Vertical']",T,"Mar  2, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Neo Turf Masters,PlayStation 4,"SNK Playmore, SNK Corporation","['Sports', 'Individual', 'Golf', 'Sim']",E,"Feb 23, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Ninja Combat,PlayStation 4,ADK,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Jun  8, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ACA NeoGeo: Ninja Commando,PlayStation 4,ADK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"May 28, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ACA NeoGeo: OverTop,PlayStation 4,ADK,"['Racing', 'Arcade', 'Automobile']",E,"May 16, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Power Spikes II,PlayStation 4,Video System,"['Sports', 'Team', 'Volleyball']",E,"Apr 19, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,1,0
ACA NeoGeo: Prehistoric Isle 2,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Mar 26, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
ACA NeoGeo: Pulstar,PlayStation 4,Aicom,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,"Jul 10, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Puzzle Bobble,PlayStation 4,Taito Corporation,"['Puzzle', 'Matching']",E,"Jan  3, 2019",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
ACA NeoGeo: Puzzle Bobble 2,PlayStation 4,Hamster,"['Puzzle', 'Matching']",E,"Feb  7, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Puzzled,PlayStation 4,Hamster,"['Puzzle', 'Stacking']",E,"Aug 31, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
ACA NeoGeo: Ragnagard,PlayStation 4,System Vision,"['Action', 'Fighting', '2D']",,"Jan  3, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Real Bout Fatal Fury,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Oct 13, 2017",,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
ACA NeoGeo: Real Bout Fatal Fury 2,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Jan 30, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Real Bout Fatal Fury Special,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Dec 14, 2017",,0,No score yet,0,0,0,tbd,No user score yet,2,0,1
ACA NeoGeo: Riding Hero,PlayStation 4,SNK,"['Racing', 'Simulation', 'Automobile']",E,"Feb  5, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Robo Army,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Oct 19, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NEOGEO: Samurai Shodown,PlayStation 4,SNK Playmore,"['Action', 'Fighting', '2D']",T,"Dec  9, 2016",,0,No score yet,0,0,0,tbd,No user score yet,0,0,2
ACA NeoGeo: Samurai Shodown II,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Oct 11, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Samurai Shodown III,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Apr 19, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Samurai Shodown IV,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Jun  8, 2018",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Samurai Shodown V,PlayStation 4,SNK Playmore,"['Action', 'Fighting', '2D']",T,"Mar 12, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Samurai Shodown V Special,PlayStation 4,,"['Action', 'Fighting', '2D']",M,"Apr 19, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Savage Reign,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Jul 16, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Sengoku,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,"Mar 16, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Sengoku 2,PlayStation 4,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,"Jun 15, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ACA NeoGeo: Sengoku 3,PlayStation 4,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",T,"Jun 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ACA NeoGeo: Shock Troopers,PlayStation 4,Saurus,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Jan 25, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Soccer Brawl,PlayStation 4,SNK,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Dec  7, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: SpinMaster,PlayStation 4,Data East,"['Action', 'Platformer', '2D']",E10+,"Sep 14, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Stakes Winner,PlayStation 4,Hamster,"['Sports', 'Individual', 'Horse Racing']",E,"Jun  8, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Stakes Winner 2,PlayStation 4,System Vision,"['Sports', 'Individual', 'Horse Racing']",E,"May 21, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Street Hoop,PlayStation 4,Hamster,"['Sports', 'Team', 'Basketball', 'Sim']",E,"Nov  9, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Strikers 1945 Plus,PlayStation 4,Psikyo,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Jul  1, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Super Baseball 2020,PlayStation 4,Hamster,"['Sports', 'Team', 'Baseball', 'Arcade']",E,"Jun 29, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Super Sidekicks,PlayStation 4,SNK,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Jul 28, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: Super Sidekicks 2,PlayStation 4,SNK,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Jun  8, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: The King of Fighters '94,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Oct 27, 2016",,0,No score yet,0,0,0,tbd,No user score yet,1,2,0
ACA NeoGeo: The King of Fighters '95,PlayStation 4,"Hamster, Aicom","['Action', 'Fighting', '2D']",T,"May 11, 2017",,0,No score yet,0,0,0,9.0,Universal acclaim,3,1,0
ACA NeoGeo: The King of Fighters '96,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Aug 10, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ACA NeoGeo: The King of Fighters '97,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Nov  2, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: The King of Fighters '98,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Feb 26, 2018",,0,No score yet,0,0,0,8.0,Generally favorable reviews,5,0,1
ACA NeoGeo: The King of Fighters '99,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Jan 18, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: The King of Fighters 2000,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"May  3, 2016",,0,No score yet,0,1,0,7.4,Mixed or average reviews,5,4,1
ACA NeoGeo: The King of Fighters 2001,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",T,"Mar 14, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: The King of Fighters 2002,PlayStation 4,Eolith,"['Action', 'Fighting', '2D']",T,"Mar 27, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: The King of Fighters 2003,PlayStation 4,Hamster,"['Action', 'Fighting', '2D']",,"Dec  8, 2020",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: The Last Blade,PlayStation 4,SNK,"['Action', 'Fighting', '2D']",T,"Jun 15, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: The Last Blade 2,PlayStation 4,,"['Action', 'Fighting', '2D']",T,"Apr 19, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Thrash Rally,PlayStation 4,ADK,"['Racing', 'Arcade', 'Automobile']",,"Jul 25, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Top Player's Golf,PlayStation 4,SNK,"['Sports', 'Individual', 'Golf', 'Sim']",E,"Mar  5, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Waku Waku 7,PlayStation 4,SunSoft,"['Action', 'Fighting', '2D']",T,"Feb 28, 2019",,0,No score yet,0,0,0,tbd,No user score yet,2,0,1
ACA NeoGeo: World Heroes,PlayStation 4,SNK Playmore,"['Action', 'Fighting', '2D']",T,"Jan 26, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: World Heroes 2,PlayStation 4,ADK,"['Action', 'Fighting', '2D']",T,"May 25, 2017",,0,No score yet,0,0,0,tbd,No user score yet,1,0,0
ACA NeoGeo: World Heroes 2 Jet,PlayStation 4,ADK,"['Action', 'Fighting', '2D']",T,"Nov 30, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: World Heroes Perfect,PlayStation 4,ADK,"['Action', 'Fighting', '2D']",T,"Feb  4, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Zed Blade,PlayStation 4,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Aug 30, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACA NeoGeo: Zupapa!,PlayStation 4,SNK,"['Action', 'Platformer', '2D']",E,"Jul  2, 2019",,0,No score yet,0,0,0,tbd,No user score yet,1,1,0
Acalesia,PlayStation 4,"Victory Road, BAkau","['Action', 'Platformer', '2D']",E10+,"Apr  1, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Accel World vs. Sword Art Online: Millennium Twilight,PlayStation 4,Artdink,"['Role-Playing', 'Action RPG']",T,"Jul  7, 2017",,64,Mixed or average reviews,6,17,4,6.2,Mixed or average reviews,8,6,5
Access Denied,PlayStation 4,Stately Snail,"['Puzzle', 'General']",E,"Feb  5, 2019",,0,No score yet,0,1,0,5.3,Mixed or average reviews,0,3,1
Accident,PlayStation 4,Duality Games,"['Simulation', 'Virtual', 'Career']",T,"Dec  9, 2022",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Accounting+,PlayStation 4,Crows Crows Crows,"['Adventure', '3D', 'First-Person']",M,"Dec 19, 2017",,74,Mixed or average reviews,2,4,0,7.0,Mixed or average reviews,20,7,7
Ace Banana,PlayStation 4,TVR,"['Action', 'General']",E10+,"Oct 13, 2016",,40,Generally unfavorable reviews,0,6,12,4.3,Generally unfavorable reviews,6,1,13
Ace Combat 5: The Unsung War,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"Jan 18, 2019",,0,No score yet,0,0,0,5.9,Mixed or average reviews,5,0,3
Ace Combat 7: Skies Unknown,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"Jan 18, 2019",,80,Generally favorable reviews,56,13,0,8.0,Generally favorable reviews,297,39,54
Ace Combat 7: Skies Unknown - ADF-01 FALKEN Set,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"Jun 26, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ace Combat 7: Skies Unknown - ADF-11F Raven Set,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"May 22, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ace Combat 7: Skies Unknown - ADFX-01 Morgan Set,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"Jul 31, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ace Combat 7: Skies Unknown - DLC Package #5,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"Oct 23, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ace Combat 7: Skies Unknown - Unexpected Visitor,PlayStation 4,Project Aces,"['Simulation', 'Flight', 'Combat']",T,"Sep 25, 2019",,0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Ace of Seafood,PlayStation 4,Nussoft,"['Action', 'Simulation', 'Shooter', 'Marine', 'Third-Person', 'Combat', 'Arcade']",T,"Nov  9, 2017",,0,No score yet,0,1,2,tbd,No user score yet,0,0,1
Aces of the Luftwaffe,PlayStation 4,HandyGames,"['General', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,"May 19, 2015",,0,No score yet,0,0,1,3.6,Generally unfavorable reviews,2,4,11
Aces of the Luftwaffe: Squadron,PlayStation 4,HandyGames,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down', 'Vertical']",E10+,"Jul 24, 2018",,0,No score yet,0,2,0,tbd,No user score yet,2,0,0
Aces of the Luftwaffe: Squadron - Extended Edition,PlayStation 4,HandyGames,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Feb 26, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Aces of the Luftwaffe: Squadron - Nebelgeschwader,PlayStation 4,HandyGames,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down', 'Vertical']",E10+,"Nov 13, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Aces of the Multiverse,PlayStation 4,"Gammera Nest, GAMMERA NEST SL","['Sports', 'Strategy', 'Real-Time', 'Team', 'General', 'Futuristic']",E,"Apr 23, 2020",,0,No score yet,0,1,0,tbd,No user score yet,0,0,1
Achtung! Cthulhu Tactics,PlayStation 4,Auroch Digital,"['Strategy', 'Turn-Based', 'Tactics']",T,"Nov 20, 2018",,65,Mixed or average reviews,2,3,1,tbd,No user score yet,1,0,0
ACT IT OUT XL! A Game of Charades,PlayStation 4,Snap Finger Click Ltd,"['Miscellaneous', 'Trivia / Game Show']",E,"Dec 24, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,1,0
ACT IT OUT! A Game of Charades,PlayStation 4,Snap Finger Click Ltd,"['Miscellaneous', 'Trivia / Game Show', 'Party / Minigame']",E,"Jan  5, 2016",,0,No score yet,1,1,0,7.5,Generally favorable reviews,2,2,0
Action Arcade Wrestling,PlayStation 4,VICO Game Studio,"['Sports', 'Individual', 'Combat', 'Wrestling']",T,"Aug 10, 2021",,0,No score yet,0,1,0,tbd,No user score yet,0,1,1
Action Henk,PlayStation 4,"Carbon Games, RageSquid","['Action', 'Platformer', '2D', '3D']",E,"Mar  8, 2016",,73,Mixed or average reviews,4,6,1,5.9,Mixed or average reviews,4,9,4
Active Neurons,PlayStation 4,"Sometimes You, USANIK STD","['Puzzle', 'General', 'Logic']",E,"Apr 29, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Active Neurons 2,PlayStation 4,Sometimes You,"['Puzzle', 'General', 'Logic']",,"Sep 16, 2020",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Active Neurons 3 - Wonders Of The World,PlayStation 4,Sometimes You,"['Puzzle', 'General']",E,"Feb 24, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Active Soccer 2 DX,PlayStation 4,Gianluca Troiano,"['Sports', 'Team', 'Soccer', 'Arcade']",E,"Jul 25, 2017",,0,No score yet,0,0,1,6.6,Mixed or average reviews,6,5,2
ActRaiser Renaissance,PlayStation 4,"Square Enix, Sonic Powered","['Action Adventure', 'General']",E10+,"Sep 23, 2021",,71,Mixed or average reviews,2,8,0,6.9,Mixed or average reviews,7,1,3
Ad Infinitum,PlayStation 4,Hekate,"['Action', 'Action Adventure', 'Shooter', 'Survival', 'First-Person', 'Arcade']",,"Apr 20, 2023",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Adam's Venture: Origins,PlayStation 4,"Engine Software, Vertigo Games","['Action Adventure', 'Adventure', 'Point-and-Click', 'Linear']",E,"Apr  1, 2016",,53,Mixed or average reviews,1,5,1,5.4,Mixed or average reviews,12,14,19
ADIOS Amigos: Galactic Explorers,PlayStation 4,Cosmic Picnic,"['Action', 'Simulation', 'General', 'Space', 'Civilian']",E,"May  3, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ADK Tamashii,PlayStation 4,"SNK Playmore, SNK","['Miscellaneous', 'Compilation']",T,"Feb 24, 2017",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
ADR1FT,PlayStation 4,Three One Zero,"['Action', 'Action Adventure', 'General', 'Survival']",T,"Jul 15, 2016",,56,Mixed or average reviews,0,17,4,5.0,Mixed or average reviews,7,13,17
Adrian's Tale,PlayStation 4,Badri Bebua,"['Action', 'Action Adventure', 'General']",E,"Oct  3, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Adventure Academia: The Fractured Continent,PlayStation 4,Acquire,"['Strategy', 'Turn-Based', 'General', 'Tactics']",E,"Dec  9, 2022",,0,No score yet,0,1,0,tbd,No user score yet,0,0,1
AdVenture Capitalist,PlayStation 4,Hyper Hippo Productions,"['Simulation', 'Virtual', 'Career']",E,"Aug 16, 2016",,0,No score yet,0,2,0,4.5,Generally unfavorable reviews,3,11,8
Adventure Pinball,PlayStation 4,Super PowerUp Games,"['Action', 'Pinball']",,"Dec 24, 2022",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Adventure Pop,PlayStation 4,505 Games,"['Puzzle', 'Matching']",E10+,"Jan 31, 2017",,0,No score yet,0,1,1,2.3,Generally unfavorable reviews,0,1,6
Adventure Time: Finn & Jake Investigations,PlayStation 4,Vicious Cycle,"['Adventure', '3D', 'Third-Person']",E10+,"Oct 20, 2015",,0,No score yet,1,2,0,6.7,Mixed or average reviews,8,8,2
Adventure Time: Pirates of the Enchiridion,PlayStation 4,"Bandai Namco Games, Climax Studios","['Role-Playing', 'Action Adventure', 'Japanese-Style', 'Open-World']",E10+,"Jul 17, 2018",,62,Mixed or average reviews,3,9,1,6.3,Mixed or average reviews,14,13,7
Adventures of Chris,PlayStation 4,"Guin Entertainment, LLC","['Action', 'Platformer', '2D']",E10+,"Jul  8, 2022",,0,No score yet,1,0,0,tbd,No user score yet,1,0,0
Adventures of Pip,PlayStation 4,TicToc Games,"['Action', 'Platformer', '2D']",E10+,"Aug 18, 2015",,74,Mixed or average reviews,5,3,0,6.8,Mixed or average reviews,3,2,1
Aegis Defenders,PlayStation 4,GUTS Department,"['Role-Playing', 'Action RPG']",E10+,"Feb  8, 2018",,78,Generally favorable reviews,2,2,0,6.4,Mixed or average reviews,4,1,2
Aegis of Earth: Protonovus Assault,PlayStation 4,Acquire,"['Strategy', 'Real-Time', 'Defense']",T,"Mar 15, 2016",,57,Mixed or average reviews,1,8,2,6.5,Mixed or average reviews,8,1,3
Aeon Drive,PlayStation 4,"2Awesome Studio, Critical Reflex","['Action', 'Platformer', '2D']",E10+,"Sep 30, 2021",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Aeon Must Die!,PlayStation 4,Limestone Games,"['Action', 'Action Adventure', 'General', ""Beat-'Em-Up"", '2D']",T,"Oct 14, 2021",,0,No score yet,0,2,0,tbd,No user score yet,1,1,1
AER: Memories of Old,PlayStation 4,Daedalic Entertainment,"['Action Adventure', 'General', 'Open-World']",E10+,"Oct 25, 2017",,70,Mixed or average reviews,4,6,0,6.8,Mixed or average reviews,25,16,7
