score,text,critic,date,title,platform
608,9,"Let me preface this by saying I've been waiting for more Actraiser for almost 30 years.  Renaissance does a great job of capturing the feel of the original with more modern gameplay. It adds a tower defense aspect to the simulation sections, which wasn't necessary but I ultimately enjoyed. The action parts are less methodical and generally easier, but still very enjoyable.  Of course the music from the original is some of if not THE best video game music of all time.  The new versions sound as good as ever and I was smitten from the opening notes.The other major addition is the heroes of each realm.  This leads to more dialogue and more involved story elements.  I enjoyed this as well, but it does take away some of the simplistic charm of the original.Unfortunately, this also leads to the games biggest disappointment.  When speaking to the heroes, the angel refers to the Master as ""they"".  At first it's just confusing as it makes no grammatical sense.   It doesn't even happen that often, but that just makes it more jarring when it does. It ultimately has little impact on the game overall, but that's what makes it so irritating.  It could just not be there and everyone would be happy. It really is a shame, because I'd honestly give it a 10 if it weren't for that.For someone new to Actraiser, I expect he or she would get a fair amount of enjoyment, but it won't set his or her world on fire.  Fans will find a lot to love, but it won't replace the original.  I just hope it gets enough attention to do an Actraiser 2 remake (maybe with added simulation) and then Actraiser 3!",thryce3,"Nov 29, 2021",ActRaiser Renaissance,Switch
609,8,I was excited to play this remake and it didnt disappoint nor exceed my expectations but I am glad to support the attention to forgotten gems like actraiser. I could have done with a bit less of the horde sieges and more sode scrolling but all in all I'm ha happy with the additions to the game and I hope square remakes or makes sequels to more of their underappreciated ips.,Grimleaf,"Oct 14, 2021",ActRaiser Renaissance,Switch
610,10,"one of the pleasant surprises of the year, it keeps 100% of the original while including elements that in my opinion are very welcome.",holandeses301,"Nov 14, 2021",ActRaiser Renaissance,Switch
611,7,"I adored the first ActRaiser on SNES and overall was pretty impressed with this remake. The overworld is beautifully illustrated and animated, but the action (side-scrolling) sequences are awkward and somewhat ugly. I get that they were going for a sorta PS1-style graphical theme for said action sequences, but it doesn't always look good.  The music is a solid 10/10. These are the tracks you remember and love, and they've been remastered beautifully. The gameplay of the overworld sequences has sadly been ""enhanced"" and these new tower defense style ""missions"" get extremely old extremely fast. Once you have the heroes you like, you deploy them and sit and wait to either win or lose - I often felt that my own input was meaningless beyond my choice of heroes and how many towers I had. Unfortunately, the majority of the overworld is overtaken by these missions, and you'll do dozens before the credits roll - none of which are particularly good. They've also padded out the story with tons of in-game dialogue, but it's all delivered in Fire Emblem/older JRPG-style written text with portraits of the involved characters. It gets old pretty fast and there is a great deal of this added story, most of which is devoted to the new hero characters and none of which is particularly interesting.Overall this is a pretty fun remaster/remake, lame tower defense and overdone dialogue notwithstanding. The action is fun, the town development is fun, the music is excellent, and some of the art is amazing. I'm glad I bought it and will probably play through it again, but it's not perfect.",Nadblaster,"Nov 20, 2021",ActRaiser Renaissance,Switch
612,9,"I'm at around 20 hours, its a very fun game, I remember being a child and being completely lost on what to do, the remake gives me a chance to really enjoy the game many years into the future.",zdemigodx,"Sep 25, 2021",ActRaiser Renaissance,Switch
613,7,"Considered one of the best Super Nintendo games by a community of fans who have made it a cult (and very expensive ...) retro game for years, Actraiser was one of those games for which we really weren't expecting a remake. With his arrival, all the wildest dreams are allowed when it comes to the Square Enix catalog. So yes, the game has mechanics that are sometimes archaic and have aged badly, that's a fact. But on the other hand, the proposal we are given takes us completely out of our comfort zone, and Actraiser Renaissance is sometimes ""fresher"" and more original than some modern games. Available in a very well optimized Switch version, and at a low price, Actraiser Renaissance is one of these important titles in the heritage of video games, and I can only recommend it strongly. Full review, in french, on my blog Nintendo Legacy. You can follow me on Twitter @NintendoLegacy1",Nintendopost24,"Oct  8, 2021",ActRaiser Renaissance,Switch
614,4,"Someone seems to be downvoting even moderate reviews (normally it's only negative reviews that get blindly downvoted) so I doubt anyone will be reading this, but here goes: Actraiser was one of the best early video games. It made a relatively simple sim game, made interesting by the inclusion of a relatively new idea: Lots and lots of characterization, fables, and dialogue! Also, the plot is a beautiful story about the unity of people in bad circumstances, and people should hear it out. Did you know that one of the very first video game music concerts was of Actraiser? Look up the Orchestral Video Game Music concerts from the 90s. It was THAT big and influential. But there were a lot of parts that I didn't like and that my family and friends didn't like either. For example, there are a couple parts where you get dumped into the sim engine for 20-60 minutes (depending how long you chase butterflies) with nothing happening except for watching people cultivate the land, which forces the player to get to know the engine's limitations very intimately. The pauses in the action mostly take place in Kasandora, although early Fillmore and all its tutorials count too. For another, the action game engine is just bad. Diagonal jumping is somewhere between hard and impossible, and there's no momentum curve (like in any Super Mario) where your character slowly picks up speed and gradually slows down when you're not moving. Momentum was added to the first Mario game to make it feel more lively and less like you're piloting a robot. Without that, Actraiser has always felt like you're guiding a fighting game character over long distances. Have you ever walked from one side of the screen to the other in Street Fighter? Even that feels like a long way to walk with that kind of a movement system. So, walking through massive levels with lots of enemies feels less lifelike than it could, and it takes a while. Someone else on here complained that this game was changed too much from the original. I actually disagree; this release could have added a lot more than it did and fixed a lot more than it did.",starrymia,"Oct 10, 2021",ActRaiser Renaissance,Switch
615,10,worth it and glad to play this game again. so much memories and nostalgia within this 16bit game in the franchise.,LastResource,"Jan 14, 2023",ActRaiser Renaissance,Switch
616,5,"It's a simple race game, enjoyable because of the missions but nothing special.",BetaPlayer,"Aug  1, 2022",Adrenaline Rush: Miami Drive,Switch
617,10,"The game hasn't even come out yet, why can I review it? Hello to the people of the future who actually can play this game",avid2474,"Dec  8, 2021",Advance Wars 1 + 2: Re-Boot Camp,Switch
